Date,Low,Open,Volume,High,Close,Adjusted Close
4/1/2021,34.91999817,36.02000046,3483500,36.20000076,35.52000046,32.94503021
5/1/2021,35.40999985,35.52999878,3095400,36.68000031,36.29000092,33.65921021
6/1/2021,37.45000076,37.54000092,6295000,39.47000122,38.81000137,35.99652863
7/1/2021,39.36999893,39.5,4488700,40.65999985,40.16999817,37.25793076
8/1/2021,38.72000122,40.09000015,3406300,40.15000153,39.56000137,36.69215775
11/1/2021,38.65499878,39.00999832,3771200,40.04000092,39.83000183,36.94258499
12/1/2021,39.5,39.88000107,2974600,40.84000015,40.29999924,37.37850952
1/2/2021,36.31000137,36.81000137,4597800,37.25,37.20999908,34.51251602
2/2/2021,37.45000076,37.45000076,3749500,38.77000046,38.00999832,35.62794113
3/2/2021,37.86999893,38.00999832,3663100,38.88999939,38.79000092,36.35905838
4/2/2021,39.22499847,39.38999939,5027200,40.34500122,39.91999817,37.41823578
5/2/2021,39.78499985,40.40000153,2618600,40.86999893,39.93999863,37.43698883
8/2/2021,39.99000168,40.11000061,2908800,40.75,40.47999954,37.94314575
9/2/2021,39.80799866,40.29999924,2634200,40.77999878,40.59000015,38.04625702
10/2/2021,40.31000137,40.61999893,2877100,41.16999817,40.36999893,37.8400383
11/2/2021,39.25999832,40.29999924,2953900,40.68999863,39.97000122,37.46511078
12/2/2021,40,40.40999985,2030600,40.84000015,40.52000046,37.98064041
1/3/2021,44,44.49000168,9339800,45.00999832,44.29999924,41.52375031
2/3/2021,43.93000031,44.33000183,10253900,45.20000076,44.45999908,41.67372513
3/3/2021,44.38999939,44.99000168,8511300,46.02000046,44.61000061,41.81431961
4/3/2021,42.75999832,44.36000061,8775500,45.18000031,43.68000031,40.94260406
5/3/2021,42.43999863,44.88999939,8907900,45.18000031,44.29999924,41.52375031
8/3/2021,44.49000168,45.06999969,6604500,46.59999847,45.86999893,42.9953537
9/3/2021,43.70999908,44.72999954,6564500,45.06000137,44.06000137,41.29879379
10/3/2021,43.77000046,44.13000107,8124800,44.83000183,44.61999893,41.82369232
11/3/2021,43.88999939,44.22000122,6119400,44.88999939,44.63000107,41.83306503
12/3/2021,45.09000015,45.61999893,5954700,46,45.47999954,42.62979889
1/4/2021,43.97000122,44.09999847,5785800,44.93999863,44.93999863,42.12363815
5/4/2021,44.63000107,45.52000046,4451300,45.99000168,44.90999985,42.09552002
6/4/2021,44.22000122,44.72999954,3799900,45,44.81999969,42.01115799
7/4/2021,44.61999893,45.06999969,2948600,45.34999847,44.99000168,42.17050934
8/4/2021,43.75,44.63999939,3236100,44.91999817,44.70999908,41.90805054
9/4/2021,44.97999954,45.20000076,3154800,45.70000076,45.36999893,42.52669525
12/4/2021,45.47000122,45.63000107,3263200,46.02000046,45.91999817,43.0422287
3/5/2021,46.13999939,46.86999893,4042700,47.20000076,46.84000015,44.27916336
4/5/2021,46.08000183,46.49000168,4900200,48.09000015,48.06000137,45.4324646
5/5/2021,47.36999893,48.15000153,3978500,49.02999878,48.68999863,46.02801895
6/5/2021,47.77999878,49.02999878,3678600,49.16999817,49.15000153,46.46287155
7/5/2021,47.83000183,48.06000137,2835300,49.5,49.43999863,46.73701859
10/5/2021,49.34000015,49.95000076,3398600,50.34999847,49.34999847,46.65193176
11/5/2021,48.50999832,48.86000061,3611400,50.09999847,48.99000168,46.3116188
12/5/2021,47.82300186,49.65999985,3587000,49.93999863,48,45.37574387
1/6/2021,50.13999939,50.70000076,3558600,51.02999878,50.34999847,47.59726715
2/6/2021,49.56999969,50.47999954,3398000,50.52000046,49.93000031,47.20022964
3/6/2021,49.75999832,49.88000107,4597400,50.83000183,50.29999924,47.54999542
4/6/2021,49.40000153,50.15999985,3383800,50.4090004,49.91999817,47.1907692
7/6/2021,49.71500015,50.09000015,4190000,50.18000031,49.90000153,47.17187119
8/6/2021,48.70999908,49.47000122,4541700,49.88000107,49.61000061,46.89772415
9/6/2021,48.13000107,49.11999893,3731300,49.22999954,48.43999863,45.79168701
10/6/2021,47.22999954,49.22000122,3378200,49.34000015,47.25,44.66674805
11/6/2021,47.38999939,47.38999939,3475100,47.95000076,47.84999847,45.23394394
1/7/2021,45.91999817,46.34999847,3770100,46.58000183,46.45000076,43.91048431
